asset_id,asset_name,asset_type,location_id,location_name,permanent_id,price,purchase_at
1-104-7440-001-0008_002-67,เครื่องคอมพิวเตอร์ DELL-AI,ครุภัณฑ์คอมพิวเตอร์และระบบเครือข่าย,1951,Room 1951,1206030101,84896.57,2024-08-23
